"GENNME","Active_Ingredients"
"Sofosbuvir/Velpatasvir/Voxilaprevir","Sofosbuvir;Velpatasvir;Voxilaprevir"
"Enasidenib","Enasidenib"
"Glecaprevir/Pibrentasvir","Glecaprevir;Pibrentasvir"
"Fluticasone Furoate/Umeclidinium/Vilanterol","Fluticasone;Umeclidinium;Vilanterol"
"Cobicistat/Darunavir/Emtricitabine/Tenofovir Alafe","Cobicistat;Darunavir;Emtricitabine;Tenofovir"
"Abemaciclib","Abemaciclib"
"Acalabrutinib","Acalabrutinib"
"Latanoprostene Bunod","Latanoprost"
"Letermovir","Letermovir"
"Benralizumab","Benralizumab"
"Hepatitis B Vaccine Recombinant, Adjuvanted","Hepatitis B Surface Antigen"
"Zoster Vaccine Recombinant, Adjuvanted","Varicella Zoster Virus Glycoprotein E"
"Dolutegravir/Rilpivirine","Dolutegravir;Rilpivirine"
"Semaglutide","Semaglutide"
"Netarsudil","Netarsudil"
"Ertugliflozin","Ertugliflozin"
"Bictegravir/Emtricitabine/Tenofovir Alafenamide","Bictegravir;Emtricitabine;Tenofovir"
"Zoster Vaccine, Live","Live Zoster Virus"
"Apalutamide","Apalutamide"
"Tildrakizumab-asmn","Tildrakizumab"
"APAP/Chlorpheniramine Mal/Phenyleph HCl","Acetaminophen;Chlorpheniramine;Phenylephrine"
"Fostamatinib","Fostamatinib"
"Adalimumab;Adalimumab","Adalimumab"
"Tolvaptan;Tolvaptan","Tolvaptan"
"Epoetin Alfa-epbx","Epoetin Alfa"
"Erenumab-aooe","Erenumab"
"Sodium Zirconium Cyclosilicate","Zirconium Cyclosilicate"
"Avatrombopag","Avatrombopag"
"Pegfilgrastim-jmdb","Pegfilgrastim"
"Encorafenib","Encorafenib"
"Binimetinib","Binimetinib"
"IncobotulinumtoxinA","Incobotulinumtoxin A"
"Ivosidenib","Ivosidenib"
"Polyethylene Glycol 3350/K Cl/Na Cl;Polyethylene G","Polyethylene Glycol;Potassium;Sodium"
"Cenegermin-bkbj","Cenegermin"
"Doravirine","Doravirine"
"buPROPion hydrobromide","Bupropion"
"Fremanezumab-vfrm","Fremanezumab"
"Galcanezumab-gnlm","Galcanezumab"
"Amikacin Liposome","Amikacin"
"Omadacycline","Omadacycline"
"Immune Globulin-ifas","Immune Globulin"
"Baloxavir Marboxil","Baloxavir"
"Revefenacin","Revefenacin"
"Larotrectinib","Larotrectinib"
"Coenzyme Q10/Vit B12/Folic Acid/Vit B6/Vit B1/Thio","Coenzyme Q10;Cyanocobalamin;Folic Acid;Pyridoxine;Thiamine;Thioctic Acid"
"Amifampridine","Amifampridine"
"Prucalopride","Prucalopride"
"Levodopa","Levodopa"
"Esketamine","Esketamine"
"Latanoprost/Netarsudil","Latanoprost;Netarsudil"
"Solriamfetol","Solriamfetol"
"Siponimod","Siponimod"
"Dolutegravir/lamiVUDine","Dolutegravir;Lamivudine"
"Romosozumab-aqqg","Romosozumab"
"Risankizumab-rzaa","Risankizumab"
"Halobetasol Propionate/Tazarotene","Halobetasol;Tazarotene"
"Tafamidis Meglumine","Tafamidis"
"Tafamidis","Tafamidis"
"Bifidobacterium lactis/Lactobacillus Acidophilus","Bifidobacterium Lactis;Lactobacillus Acidophilus"
"Alpelisib","Alpelisib"
"Glucagon","Glucagon"
"Darolutamide","Darolutamide"
"Pitolisant","Pitolisant"
"Upadacitinib","Upadacitinib"
"Istradefylline","Istradefylline"
"Lasmiditan","Lasmiditan"
"Diroximel Fumarate","Diroximel Fumarate"
"Amoxicillin/Omeprazole Magnesium/Rifabutin","Amoxicillin;Omeprazole;Rifabutin"
"Zanubrutinib","Zanubrutinib"
"Pegfilgrastim-bmez","Pegfilgrastim"
"Cenobamate","Cenobamate"
"Lemborexant","Lemborexant"
"Ubrogepant","Ubrogepant"
"Testosterone Undecanoate","Testosterone"
"Lumateperone","Lumateperone"
"Tazemetostat","Tazemetostat"
"Bempedoic Acid","Bempedoic Acid"
"Eptinezumab-jjmr","Eptinezumab"
"Bempedoic Acid/Ezetimibe","Bempedoic Acid;Ezetimibe"
"Rimegepant","Rimegepant"
"Cenobamate;Cenobamate","Cenobamate"
"Vit C/Ca Carbonate/Cholecalciferol/Cu/Vit B12/Ferr","Ascorbic Acid;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Iron"
"Tucatinib","Tucatinib"
"Meningococcal Vac, Tetanus Conjugate, Quadrivalent","Meningococcal Vaccine;Tetanus Toxoid"
"Daratumumab/Hyaluronidase-fihj","Daratumumab;Hyaluronidase"
"Fosnetupitant/Palonosetron","Fosnetupitant;Palonosetron"
"Pegfilgrastim-apgf","Pegfilgrastim"
"Insulin Lispro-aabc, Recombinant","Insulin Lispro"
"Fostemsavir","Fostemsavir"
"Cedazuridine/Decitabine","Cedazuridine;Decitabine"
"Budesonide/Formoterol Fumarate/Glycopyrrolate","Budesonide;Formoterol;Glycopyrrolate"
"Mg Sulf/K Cl/Na Sulf","Magnesium;Potassium;Sodium"
"Tirbanibulin","Tirbanibulin"
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)","Covid-19 Vaccine (Pfizer)"
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Moderna)","Covid-19 Vaccine (Moderna)"
"Dexbrompheniramine Maleate/Phenyleph HCl","Dexbrompheniramine;Phenylephrine"
"Relugolix","Relugolix"
"Vibegron","Vibegron"
"Vericiguat","Vericiguat"
"COVID-19 Vaccine, Adenovirus 26 Vector (Janssen)","Covid-19 Vaccine (Janssen)"
"Tivozanib","Tivozanib"
"Pneumococcal 20-Valent Vaccine, Diphtheria Conjuga","Pneumococcal Vaccine (20-Valent);Diphtheria Toxoid"
"Novavax COVID-19 Vaccine, Adjuvanted","Covid-19 Vaccine (Novavax)"
"Finerenone","Finerenone"
"Pneumococcal 15-Valent Vaccine, Diphtheria Conjuga","Pneumococcal Vaccine (15-Valent);Diphtheria Toxoid"
"Insulin Glargine-yfgn, Recombinant","Insulin"
"Ruxolitinib","Ruxolitinib"
"Atogepant","Atogepant"
"Celecoxib/traMADol hydrochloride","Celecoxib;Tramadol"
"Molnupiravir","Molnupiravir"
"Tezepelumab-ekko","Tezepelumab"
"Nirmatrelvir;Ritonavir","Nirmatrelvir;Ritonavir"
"Tralokinumab-ldrm","Tralokinumab"
"Daridorexant","Daridorexant"
"Mometasone Furoate/Olopatadine Hydrochloride","Mometasone;Olopatadine"
"Abrocitinib","Abrocitinib"
"Donepezil","Donepezil"
"Tapinarof","Tapinarof"
"Mavacamten","Mavacamten"
"Tirzepatide","Tirzepatide"
"Treprostinil;Treprostinil;Treprostinil","Treprostinil"
"Vutrisiran","Vutrisiran"
"COVID-19 Vaccine, mRNA Bivalent (Pfizer)","Covid-19 Vaccine (Pfizer, Bivalent)"
"COVID-19 Vaccine, mRNA Bivalent (Moderna)","Covid-19 Vaccine (Moderna, Bivalent)"
"buPROPion hydrochloride/DM Hydrobrom","Bupropion;Dextromethorphan"
"Sodium Phenylbutyrate/Taurursodiol","Phenylbutyrate;Taurursodiol"
"Furosemide;Isopropyl Alcohol","Furosemide;Isopropyl Alcohol"
"Pegcetacoplan","Pegcetacoplan"
"Sotorasib","Sotorasib"
"Zavegepant","Zavegepant"
"Adalimumab-adaz","Adalimumab"
"Aflibercept","Aflibercept"
"Fecal Microbiota Spores, Live-brpk","Fecal Microbiota Spores"
"Respiratory Syncytial Virus Vaccine, Adjuvanted","Respiratory Syncytial Virus Vaccine (Adjuvanted)"
"Fezolinetant","Fezolinetant"
"Perfluorohexyloctane","Perfluorohexyloctane"
"Respiratory Syncytial Virus Vaccine","Respiratory Syncytial Virus Vaccine"
"Lotilaner","Lotilaner"
"Capivasertib","Capivasertib"
