"GENNME","Active_Ingredients"
"Gadobutrol","Gadolinium"
"Troche Base","Troche Base"
"Ethinyl Estradiol/Norethindrone;Ferrous Fumarate","Ethinyl Estradiol;Norethindrone;Ferrous"
"Gabapentin Enacarbil","Gabapentin"
"Famotidine/Ibuprofen","Famotidine;Ibuprofen"
"Abiraterone Acetate","Abiraterone"
"Linagliptin","Linagliptin"
"Boceprevir","Boceprevir"
"Glycerin/Hypromellose/PEG-400","Glycerin;Hypromellose;Polyethylene Glycol 400"
"Rilpivirine Hydrochloride","Rilpivirine"
"Vilazodone Hydrochloride","Vilazodone"
"Rivaroxaban","Rivaroxaban"
"Fidaxomicin","Fidaxomicin"
"Vit C/Biotin/Boron/Ca/Chloride/Cholecalciferol/Cr/","Ascorbic Acid;Biotin;Boron;Calcium;Chloride;Cholecalciferol;Chromium"
"Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Iodine","Ascorbic Acid;Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid;Iodine"
"Amiodarone Hydrochloride/Dextrose","Amiodarone;Dextrose"
"Vit C/Cholecalciferol/Cu/Vit B12/Docosahexaenoic A","Ascorbic Acid;Cholecalciferol;Copper;Cyanocobalamin;Docosahexaenoic Acid"
"Indacaterol Maleate","Indacaterol"
"Dextrose/Levofloxacin","Dextrose;Levofloxacin"
"Ezogabine","Ezogabine"
"Ticagrelor","Ticagrelor"
"Omega-3 Fatty Acids;Vit C/Ca/Cholecalciferol/Cu/Vi","Omega-3 Fatty Acids;Ascorbic Acid;Calcium;Cholecalciferol;Copper"
"Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Vitami","Ascorbic Acid;Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid"
"Emtricitabine/Rilpivirine Hydrochloride/Tenofovir","Emtricitabine;Rilpivirine;Tenofovir"
"Calcium/Niacin","Calcium;Niacin"
"Vemurafenib","Vemurafenib"
"Crizotinib","Crizotinib"
"Caprylic/Capric Triglyceride","Caprylic Acid;Capric Acid"
"APAP/DM Hydrobrom/guaiFENesin/Phenyleph HCl","Acetaminophen;Dextromethorphan;Guaifenesin;Phenylephrine"
"Atovaquone/Proguanil Hydrochloride","Atovaquone;Proguanil"
"Food Starch, Modified","Modified Food Starch"
"Bupivacaine Liposome","Bupivacaine"
"Gemcitabine Hydrochloride","Gemcitabine"
"Vit C/Calcium Malate/Cholecalciferol/Cu/Vit B12/Fe","Ascorbic Acid;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Iron"
"Ruxolitinib Phosphate","Ruxolitinib"
"Gabapentin;Gabapentin","Gabapentin"
"Clevidipine","Clevidipine"
"Al Hydroxide/Mg Hydroxide/Simethicone;Diphenhydram","Aluminum;Magnesium Hydroxide;Simethicone;Diphenhydramine"
"Vit B12/Vitamin B3/Vit B5/Vit B6/Vit B2/Vit B1","Cyanocobalamin;Niacin;Pantothenic Acid;Pyridoxine;Riboflavin;Thiamine"
"Dehydrated Alcohol","Ethanol"
"Azilsartan Medoxomil/Chlorthalidone","Azilsartan;Chlorthalidone"
"Ca Ascorbate/Calcium Threonate/Cobamamide/Docosahe","Calcium Ascorbate;Calcium Threonate;Cobamamide;Docosahexaenoic Acid"
"Vismodegib","Vismodegib"
"Linagliptin/Metformin Hydrochloride","Linagliptin;Metformin"
"Tafluprost","Tafluprost"
"Dexmedetomidine Hydrochloride/Sodium Chloride","Dexmedetomidine;Sodium"
"Carbomer","Carbomer"
"Bifidobacterium lactis/Bifidobacterium longum/Lact","Bifidobacterium Lactis;Bifidobacterium Longum;Lactobacillus"
"Iodixanol","Iodixanol"
"Sodium Chloride/Vancomycin Hydrochloride","Sodium;Vancomycin"
"Bifidobacterium infantis","Bifidobacterium Infantis"
"APAP/DM Hydrobrom/Doxylamine Succ","Acetaminophen;Dextromethorphan;Doxylamine"
"Lanolin/Mineral Oil/Petrolatum, White","Lanolin;Mineral Oil;Petrolatum"
"Vilazodone HCl;Vilazodone HCl;Vilazodone HCl","Vilazodone"
"Cetyl Myristoleate","Cetyl Myristoleate"
"Azelastine Hydrochloride/Fluticasone Propionate","Azelastine;Fluticasone"
"Mannitol/Sorbitol","Mannitol;Sorbitol"
"Amoxicillin;Clarithromycin;Omeprazole","Amoxicillin;Clarithromycin;Omeprazole"
"Vit B6;Vit C/Ca/Cholecalciferol/Folic Acid/Fe/Vit","Pyridoxine;Ascorbic Acid;Calcium;Cholecalciferol;Folic Acid;Iron"
"Vit C/Vitamin B3/Vit B5/Vit B6/Vit B2/Vit B1","Ascorbic Acid;Niacin;Pantothenic Acid;Pyridoxine;Riboflavin;Thiamine"
"Pertuzumab","Pertuzumab"
"Mirabegron","Mirabegron"
"Acai Palm/Apricot/Vit C/Asparagus/Beet/Bilberry/Bi","Acai Palm;Apricot;Ascorbic Acid;Asparagus;Beet;Bilberry"
"Butylated Hydroxytoluene/C30-45 Alkyl Cetearyl Dim","Butylated Hydroxytoluene;C30-45 Alkyl Cetearyl Dimethicone"
"Citric Acid/Magnesium Oxide/Sodium Picosulfate","Citric Acid;Magnesium Oxide;Picosulfate"
"Carfilzomib","Carfilzomib"
"Aclidinium Bromide","Aclidinium"
"Vit C/Ca/Cholecalciferol/Vit B12/Folic Acid/Fe/Nia","Ascorbic Acid;Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid;Iron;Niacin"
"Icosapent Ethyl","Eicosapentaenoic Acid"
"Ethinyl Estradiol/Levonorgestrel;Ethinyl Estradiol","Ethinyl Estradiol;Levonorgestrel"
"Ranibizumab","Ranibizumab"
"Bortezomib","Bortezomib"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Di","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Enzalutamide","Enzalutamide"
"Linaclotide","Linaclotide"
"Ca/Cholecalciferol/Vit B12/Folic Acid/Phosphorus/P","Calcium;Cholecalciferol;Cyanocobalamin;Folic Acid;Phosphorus"
"Bosutinib","Bosutinib"
"Teriflunomide","Teriflunomide"
"Regorafenib","Regorafenib"
"Cranberry Extract","Cranberry Extract"
"Aluminum Sulfate/Calcium Acetate","Aluminum;Calcium"
"Perampanel","Perampanel"
"Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate","Magnesium Sulfate;Potassium Sulfate;Sodium Sulfate"
"Tofacitinib Citrate","Tofacitinib"
"Calamine/Zinc Oxide","Calamine;Zinc Oxide"
"Ponatinib Hydrochloride","Ponatinib"
"Apixaban","Apixaban"
"Crofelemer","Crofelemer"
"Eslicarbazepine Acetate","Eslicarbazepine"
"Vit C/Cholecalciferol/Cu/Vit B12/Ferrous Asparto G","Ascorbic Acid;Cholecalciferol;Copper;Cyanocobalamin;Ferrous"
"Alogliptin Benzoate","Alogliptin"
"Alogliptin Benzoate/Pioglitazone Hydrochloride","Alogliptin;Pioglitazone"
"Alogliptin Benzoate/Metformin Hydrochloride","Alogliptin;Metformin"
"Cyanocobalamin/Levomefolate Calcium/Pyridoxine","Cyanocobalamin;Levomefolate;Pyridoxine"
"Bifidobacterium Bifidum/Bifidobacterium longum/Lac","Bifidobacterium Bifidum;Bifidobacterium Longum;Lactobacillus"
"Carboxymethylcellulose Na/Glycerin/Polysorbate 80","Carboxymethylcellulose;Glycerin;Polysorbate 80"
"Pomalidomide","Pomalidomide"
"L-Methylfolate/Methylcobalamin/Pyridoxal Phos/Schi","Folate;Methylvitamin B12;Pyridoxal Phosphate"
"L-Methylfolate/Schizochytrium","Folate;Schizochytrium"
"Omega-3 Fatty Acids/Vitamin E","Omega-3 Fatty Acids;Vitamin E"
"Insulin Degludec","Insulin Degludec"
"Gadoterate Meglumine","Gadoterate"
"Dimethyl Fumarate","Dimethyl Fumarate"
"Dimethyl Fumarate;Dimethyl Fumarate","Dimethyl Fumarate"
"Canagliflozin","Canagliflozin"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin","Acetylcysteine;Levomefolate;Methylvitamin B12"
"Bromfenac Sodium","Bromfenac"
"Doxylamine Succinate/Pyridoxine Hydrochloride","Doxylamine;Pyridoxine"
"Acetylcysteine/Levomefolate Ca/Methylcobalamin/Sch","Acetylcysteine;Levomefolate;Methylvitamin B12;Schizochytrium"
"Levomefolate Calcium/Schizochytrium","Levomefolate;Schizochytrium"
"Vit C/Ca/Cholecalciferol/Cu/Vit B12/Folic Acid/Iod","Ascorbic Acid;Calcium;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid;Iodine"
"Memantine HCl;Memantine HCl;Memantine HCl;Memantin","Memantine"
"Brimonidine Tartrate/Brinzolamide","Brimonidine;Brinzolamide"
"Lidocaine/Menthol","Lidocaine;Menthol"
"Iron/Sodium","Iron;Sodium"
"Vit C/Cu/Sodium/Vit A/Vit E/Zinc","Ascorbic Acid;Copper;Sodium;Vitamin A;Vitamin E;Zinc"
"Vit C/Biotin/Ca/Cholecalciferol/Cr/Cu/Vit B12/Foli","Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Chromium;Copper;Cyanocobalamin;Folic Acid"
"Leptospermum Honey","Leptospermum Honey"
"Copper","Copper"
"Docosahexaenoic Acid;Prenatal Vitamins","Docosahexaenoic Acid"
"Fluticasone Furoate/Vilanterol Trifenatate","Fluticasone;Vilanterol"
"Erlotinib Hydrochloride","Erlotinib"
"Dabrafenib Mesylate","Dabrafenib"
"Trametinib Dimethyl Sulfoxide","Trametinib"
"Desvenlafaxine","Desvenlafaxine"
"Tbo-Filgrastim","Filgrastim"
"Levomilnacipran Hydrochloride","Levomilnacipran"
"Ferric Carboxymaltose","Ferric Carboxymaltose"
"Immune Globulin Bovine","Immune Globulin Bovine"
"Calcium/Cyanocobalamin","Calcium;Cyanocobalamin"
"Calcium/Sodium","Calcium;Sodium"
"Dolutegravir Sodium","Dolutegravir"
"Esomeprazole Strontium","Esomeprazole"
"Ascorbic Acid/Cyanocobalamin/Folic Acid/Iron","Ascorbic Acid;Cyanocobalamin;Folic Acid;Iron"
"Vit C/Biotin/Cu/Vit B12/Folic Acid/Iodine/Fe/Mn/Vi","Ascorbic Acid;Biotin;Copper;Cyanocobalamin;Folic Acid;Iodine;Iron;Manganese"
"Vortioxetine Hydrobromide","Vortioxetine"
"Riociguat","Riociguat"
"Levomilnacipran Hydrochloride;Levomilnacipran Hydr","Levomilnacipran"
"Methotrexate","Methotrexate"
"Macitentan","Macitentan"
"Diclofenac","Diclofenac"
"Tocilizumab","Tocilizumab"
"Hydrocodone Bitartrate","Hydrocodone"
"Mineral Oil/Petrolatum/Phenylephrine Hydrochloride","Mineral Oil;Petrolatum;Phenylephrine"
"Ibrutinib","Ibrutinib"
"Isoproterenol Hydrochloride","Isoproterenol"
"Posaconazole","Posaconazole"
"Simeprevir","Simeprevir"
"Sofosbuvir","Sofosbuvir"
"Sucroferric Oxyhydroxide","Ferric Oxyhydroxide"
"Treprostinil Diolamine","Treprostinil"
"Umeclidinium Bromide/Vilanterol Trifenatate","Umeclidinium;Vilanterol"
"Dapagliflozin Propanediol","Dapagliflozin"
"Calcium/Lactobacillus Acidophilus/Pectin, Citrus","Calcium;Lactobacillus Acidophilus;Pectin"
"Glatiramer Acetate","Glatiramer Acetate"
"Calcium/Magnesium","Calcium;Magnesium"
"Droxidopa","Droxidopa"
"Vit C/Biotin/Ca/Cholecalciferol/Vit B12/Docosahexa","Ascorbic Acid;Biotin;Calcium;Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Apremilast","Apremilast"
"Apremilast;Apremilast;Apremilast","Apremilast"
"Amino Acids/Biotin/Blueberry Powder Extract/Boron/","Amino Acids;Biotin;Blueberry Powder Extract;Boron"
"Timothy Grass Pollen Allergen Extract","Timothy Grass Pollen Allergen Extract"
"Albiglutide","Albiglutide"
"Ramucirumab","Ramucirumab"
"Umeclidinium","Umeclidinium"
"Docosahexaenoic Acid/Eicosapentaenoic Acid;Vit C/C","Docosahexaenoic Acid;Eicosapentaenoic Acid;Ascorbic Acid"
"Vorapaxar","Vorapaxar"
"Canagliflozin/Metformin Hydrochloride","Canagliflozin;Metformin"
"Vedolizumab","Vedolizumab"
"Dalbavancin","Dalbavancin"
"Antihemophilic Factor VIII Fc Fusion Protein Recom","Antihemophilic Factor Viii Fc Fusion Protein"
"Efinaconazole","Efinaconazole"
"Buprenorphine/Naloxone","Buprenorphine;Naloxone"
"Tedizolid Phosphate","Tedizolid"
"Empagliflozin","Empagliflozin"
"Omega-3 Fatty Acids","Omega-3 Fatty Acids"
"Tavaborole","Tavaborole"
"Black Cohosh","Black Cohosh"
"Olodaterol","Olodaterol"
"Calcium/Zinc","Calcium;Zinc"
"Suvorexant","Suvorexant"
"Peginterferon Beta-1a","Interferon Beta-1a"
"Abacavir/Dolutegravir/Lamivudine","Abacavir;Dolutegravir;Lamivudine"
"Inulin/Lactobacillus Sporogenes","Inulin;Lactobacillus Sporogenes"
"Vit C/Biotin/Blueberry Powder Extract/Cholecalcife","Ascorbic Acid;Biotin;Blueberry Powder Extract;Cholecalciferol"
"Ferric Citrate","Ferric Citrate"
"Bupropion Hydrochloride/Naltrexone Hydrochloride","Bupropion;Naltrexone"
"Hyaluronidase Human, Recombinant;Immune Globulin","Hyaluronidase;Immune Globulin"
"Naloxegol","Naloxegol"
"Dulaglutide","Dulaglutide"
"Vasopressin","Vasopressin"
"Clindamycin Phosphate/Dextrose","Clindamycin;Dextrose"
"Peginterferon Beta-1a;Peginterferon Beta-1a","Interferon Beta-1a"
"Ledipasvir/Sofosbuvir","Ledipasvir;Sofosbuvir"
"Rivaroxaban;Rivaroxaban","Rivaroxaban"
"Pirfenidone","Pirfenidone"
"Codeine Phos/Dexchlorpheniramine Mal/Phenyleph HCl","Codeine;Dexchlorpheniramine;Phenylephrine"
"Meningococcal Vaccine, Group B","Meningococcal Vaccine Group B"
"Dapagliflozin Propanediol/Metformin Hydrochloride","Dapagliflozin;Metformin"
"Folic Acid/Methylcobalamin/Pyridoxal Phosphate","Folic Acid;Methylvitamin B12;Pyridoxal Phosphate"
"Vit C/Biotin/Blueberry Powder Extract/Ca/Cholecalc","Ascorbic Acid;Biotin;Blueberry Powder Extract;Calcium;Cholecalciferol"
"Insulin Degludec/Liraglutide","Insulin Degludec;Liraglutide"
"Human Papillomavirus 9-valent Vaccine, Recombinant","Human Papillomavirus 9-Valent Vaccine"
"Cobicistat/Darunavir","Cobicistat;Darunavir"
"Olaparib","Olaparib"
"Ceftolozane/Tazobactam","Ceftolozane;Tazobactam"
"Nivolumab","Nivolumab"
"Dasabuvir;Ombitasvir/Paritaprevir/Ritonavir","Dasabuvir;Ombitasvir;Paritaprevir;Ritonavir"
"Edoxaban","Edoxaban"
"Secukinumab","Secukinumab"
"Ciclopirox;Solution, Multi Ingredient","Ciclopirox"
"Pembrolizumab","Pembrolizumab"
"Atazanavir/Cobicistat","Atazanavir;Cobicistat"
"Empagliflozin/Linagliptin","Empagliflozin;Linagliptin"
"Palbociclib","Palbociclib"
"Amphetamine Sulfate","Amphetamine"
"Lenvatinib","Lenvatinib"
"Avibactam/Ceftazidime","Avibactam;Ceftazidime"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Biotin/Ca As","Ascorbic Acid;Ascorbyl Palmitate;Bioflavonoid;Biotin;Calcium"
"Isavuconazonium Sulfate","Isavuconazole"
"Vit C/Biotin/Ca/Cr/Cu/Vit B12/Folic Acid/Iodine/Fe","Ascorbic Acid;Biotin;Calcium;Chromium;Copper;Cyanocobalamin;Folic Acid;Iodine;Iron"
"Vit C/Ascorbyl Palmitate/Bioflavonoid/Ca Ascorbate","Ascorbic Acid;Ascorbyl Palmitate;Bioflavonoid;Calcium"
"Filgrastim-sndz","Filgrastim"
"Ivabradine","Ivabradine"
"Ascorbic Acid/Inulin/Lactobacillus rhamnosus GG","Ascorbic Acid;Inulin;Lactobacillus Rhamnosus"
"Olodaterol/Tiotropium Bromide","Olodaterol;Tiotropium"
"Castor Oil/Peru Balsam","Castor Oil;Peru Balsam"
"Eluxadoline","Eluxadoline"
"Sacubitril/Valsartan","Sacubitrilat;Valsartan"
"Brexpiprazole","Brexpiprazole"
"Ethanol/Phenobarbital","Ethanol;Phenobarbital"
"Alirocumab","Alirocumab"
"Daclatasvir","Daclatasvir"
"Evolocumab","Evolocumab"
"Sugammadex","Sugammadex"
"Lidocaine;Prilocaine;Cream Base","Lidocaine;Prilocaine"
"Deflazacort","Deflazacort"
"Empagliflozin/Metformin Hydrochloride","Empagliflozin;Metformin"
"Rolapitant","Rolapitant"
"Cariprazine","Cariprazine"
"Tipiracil/Trifluridine","Tipiracil;Trifluridine"
"Vilazodone Hydrochloride;Vilazodone Hydrochloride","Vilazodone"
"Aripiprazole Lauroxil","Aripiprazole"
"K Phos, Monobasic/Na Phos, Dibasic/Na Phos, Monoba","Potassium Phosphate;Phosphate"
"Amphetamine","Amphetamine"
"Patiromer","Patiromer"
"Irinotecan Liposome","Irinotecan"
"Glycopyrrolate/Indacaterol","Glycopyrrolate;Indacaterol"
"Mepolizumab","Mepolizumab"
"Cobicistat/Elvitegravir/Emtricitabine/Tenofovir Al","Cobicistat;Elvitegravir;Emtricitabine;Tenofovir"
"Cobimetinib","Cobimetinib"
"Osimertinib","Osimertinib"
"Ixazomib","Ixazomib"
"Influenza Virus Vaccine, Adjuvanted","Influenza Virus Vaccine"
"Calcium/Iron","Calcium;Iron"
"Dofetilide","Dofetilide"
"Elbasvir/Grazoprevir","Elbasvir;Grazoprevir"
"Vit C/Cholecalciferol/Cu/Vit B12/Folic Acid/Fe/Mg/","Ascorbic Acid;Cholecalciferol;Copper;Cyanocobalamin;Folic Acid;Iron;Magnesium"
"Brivaracetam","Brivaracetam"
"Cariprazine;Cariprazine","Cariprazine"
"Docosahexaenoic Acid/Eicosapentaenoic Acid/Omega-3","Docosahexaenoic Acid;Eicosapentaenoic Acid;Omega-3 Fatty Acids"
"Emtricitabine/Rilpivirine/Tenofovir Alafenamide","Emtricitabine;Rilpivirine;Tenofovir"
"Vit C/Biotin/Cholecalciferol/Cr/Coenzyme Q10/Folic","Ascorbic Acid;Biotin;Cholecalciferol;Chromium;Coenzyme Q10;Folic Acid"
"Vit C/Biotin/Vit B12/Folic Acid/Fe/Lactobacillus c","Ascorbic Acid;Biotin;Cyanocobalamin;Folic Acid;Iron;Lactobacillus"
"Ixekizumab","Ixekizumab"
"Emtricitabine/Tenofovir Alafenamide","Emtricitabine;Tenofovir"
"Venetoclax","Venetoclax"
"Cholecalciferol/Vitamin E","Cholecalciferol;Tocopherol"
"Cabozantinib Malate","Cabozantinib"
"Formoterol Fumarate/Glycopyrrolate","Formoterol;Glycopyrrolate"
"Oxycodone","Oxycodone"
"Pimavanserin","Pimavanserin"
"Vit C/Choline/Vit B12/Docosahexaenoic Acid/Eicosapentaenoic Acid","Ascorbic Acid;Choline;Cyanocobalamin;Docosahexaenoic Acid;Eicosapentaenoic Acid"
"Atezolizumab","Atezolizumab"
"Fluciclovine F 18","Fluciclovine"
"Calcifediol","Calcifediol"
"Sofosbuvir/Velpatasvir","Sofosbuvir;Velpatasvir"
"Vit C/Cu/Lutein/Vit E/Zeaxanthin/Zinc","Ascorbic Acid;Copper;Lutein;Tocopherol;Zeaxanthin;Zinc"
"Calcium Citrate/Cholecalciferol","Calcium;Cholecalciferol"
"Lifitegrast","Lifitegrast"
"Docusate Sodium/Sennosides","Docusate;Sennosides"
"Eteplirsen","Eteplirsen"
"Vit C/Ca Pantothenate/Cu/Vit B12/Folic Acid/Fe/Mg/","Ascorbic Acid;Calcium Pantothenate;Copper;Cyanocobalamin;Folic Acid;Iron;Magnesium"
"Donepezil Hydrochloride/Memantine Hydrochloride","Donepezil;Memantine"
"Dextrose/Norepinephrine Bitartrate","Dextrose;Norepinephrine"
"Influenza Virus Vaccine Recombinant","Influenza Virus Vaccine"
"Vit C/Ca/Ca Pantothenate/Vitamin B3/Vit B6/Vit B2/","Ascorbic Acid;Calcium;Calcium Pantothenate;Niacin;Pyridoxine;Riboflavin"
"Benzoyl Peroxide;Erythromycin","Benzoyl Peroxide;Erythromycin"
"Levothyroxine Sodium/Liothyronine Sodium","Levothyroxine;Liothyronine"
"Donepezil HCl/Memantine HCl;Donepezil HCl/Memantin","Donepezil;Memantine"
"Tenofovir Alafenamide","Tenofovir"
"Prasterone","Prasterone"
"Insulin Glargine, Recombinant/Lixisenatide","Insulin;Lixisenatide"
"Lixisenatide;Lixisenatide","Lixisenatide"
"Crisaborole","Crisaborole"
"Nusinersen","Nusinersen"
"Vit C/Vit B12/Ferrous Asparto Glycinate/Folic Acid","Ascorbic Acid;Cyanocobalamin;Iron;Folic Acid"
"Levetiracetam/Sodium Chloride","Levetiracetam;Sodium"
"Plecanatide","Plecanatide"
"Calcium/Lactobacillus Acidophilus/Pectin","Calcium;Lactobacillus Acidophilus;Pectin"
"Calcium Carbonate/Cyanocobalamin","Calcium;Cyanocobalamin"
"Lemon Balm/Melatonin","Lemon Balm;Melatonin"
"Ribociclib","Ribociclib"
"Calcium Carbonate/Melatonin","Calcium;Melatonin"
"Naldemedine","Naldemedine"
"Dupilumab","Dupilumab"
"Ocrelizumab","Ocrelizumab"
"Vit C/Biotin/Ca/Cr/Cu/Vit B12/Folic Acid/Iodine/Ly","Ascorbic Acid;Biotin;Calcium;Chromium;Copper;Cyanocobalamin;Folic Acid;Iodine"
"Deutetrabenazine","Deutetrabenazine"
"Sarilumab","Sarilumab"
"Valbenazine","Valbenazine"
"Vit C/Biotin/Cholecalciferol/Cr/Vit B12/Iodine/Fe/","Ascorbic Acid;Biotin;Cholecalciferol;Chromium;Cyanocobalamin;Iodine;Iron"
"Ascorbic Acid/Rose Hips","Ascorbic Acid;Rose Hips"
"Abaloparatide","Abaloparatide"
"Midostaurin","Midostaurin"
"Durvalumab","Durvalumab"
"Edaravone","Edaravone"
"diphenhydrAMINE hydrochloride/Naproxen Sodium","Diphenhydramine;Naproxen"
"Letrozole;Ribociclib","Letrozole;Ribociclib"
"Vit C/Cholecalciferol/Vit B12/Folic Acid/Fe/Vitami","Ascorbic Acid;Cholecalciferol;Cyanocobalamin;Folic Acid;Iron"
"Clindamycin Phosphate/Sodium Chloride","Clindamycin;Sodium"
"Delafloxacin","Delafloxacin"
"Biotin/Vit B12/Folic Acid;Vit C/Cholecalciferol/De","Biotin;Cyanocobalamin;Folic Acid;Ascorbic Acid;Cholecalciferol"
"Guselkumab","Guselkumab"
"Pitavastatin","Pitavastatin"
"Sofosbuvir/Velpatasvir/Voxilaprevir","Sofosbuvir;Velpatasvir;Voxilaprevir"
"Glecaprevir/Pibrentasvir","Glecaprevir;Pibrentasvir"
"Vit C/Cholecalciferol/Vit B12/Docosahexaenoic Acid","Ascorbic Acid;Cholecalciferol;Cyanocobalamin;Docosahexaenoic Acid"
"Bevacizumab-awwb","Bevacizumab"
"Secnidazole","Secnidazole"
"Fluticasone Furoate/Umeclidinium/Vilanterol","Fluticasone;Umeclidinium;Vilanterol"
"Cobicistat/Darunavir/Emtricitabine/Tenofovir Alafenamide","Cobicistat;Darunavir;Emtricitabine;Tenofovir"
"Abemaciclib","Abemaciclib"
"Acalabrutinib","Acalabrutinib"
"Latanoprostene Bunod","Latanoprost"
"Letermovir","Letermovir"
"Hepatitis B Vaccine Recombinant, Adjuvanted","Hepatitis B Vaccine"
"Zoster Vaccine Recombinant, Adjuvanted","Zoster Vaccine"
"Dolutegravir/Rilpivirine","Dolutegravir;Rilpivirine"
"Semaglutide","Semaglutide"
"Netarsudil","Netarsudil"
"Ertugliflozin","Ertugliflozin"
"Bictegravir/Emtricitabine/Tenofovir Alafenamide","Bictegravir;Emtricitabine;Tenofovir"
"Zoster Vaccine, Live","Zoster Vaccine Live"
"Varicella Virus Vaccine, Live","Varicella Virus Vaccine Live"
"Apalutamide","Apalutamide"
"Vit C/Ca/Cr/Vit B12/Iodine/Fe/Mg/Mn/Vitamin B3/Vit","Ascorbic Acid;Calcium;Chromium;Cyanocobalamin;Iodine;Iron;Magnesium;Manganese;Niacin"
"Vit C/Biotin/Cholecalciferol/Vit B12/Folic Acid/Vi","Ascorbic Acid;Biotin;Cholecalciferol;Cyanocobalamin;Folic Acid"
"Adalimumab;Adalimumab","Adalimumab"
"Bifidobacterium Bifidum/Bifidobacterium lactis/Fru","Bifidobacterium Bifidum;Bifidobacterium Lactis"
"Epoetin Alfa-epbx","Epoetin Alfa"
"Lofexidine","Lofexidine"
"Erenumab-aooe","Erenumab"
"Sodium Zirconium Cyclosilicate","Zirconium Cyclosilicate"
"Vit C/Biotin/Folic Acid/Methylcobalamin/Vitamin B3","Ascorbic Acid;Biotin;Folic Acid;Methylvitamin B12;Niacin"
"Pegfilgrastim-jmdb","Pegfilgrastim"
"Cannabidiol","Cannabidiol"
"Encorafenib","Encorafenib"
"Binimetinib","Binimetinib"
"Glycopyrronium Tosylate","Glycopyrronium"
"Elagolix","Elagolix"
"Polyethylene Glycol 3350/K Cl/Na Cl;Polyethylene G","Polyethylene Glycol;Potassium Chloride;Sodium"
"Cenegermin-bkbj","Cenegermin"
"buPROPion hydrobromide","Bupropion"
"Fremanezumab-vfrm","Fremanezumab"
"Galcanezumab-gnlm","Galcanezumab"
"Ethinyl Estradiol/Levonorgestrel;Ferrous Bisglycin","Ethinyl Estradiol;Levonorgestrel;Iron"
"Immune Globulin-ifas","Immune Globulin"
"Talazoparib","Talazoparib"
"Vit C/Biotin/Ca/Chloride/Cholecalciferol/Cr/Cu/Vit","Ascorbic Acid;Biotin;Calcium;Chloride;Cholecalciferol;Chromium;Copper;Cyanocobalamin"
"Baloxavir Marboxil","Baloxavir"
"Estradiol/Progesterone","Estradiol;Progesterone"
"Pegfilgrastim-cbqv","Pegfilgrastim"
"Revefenacin","Revefenacin"
"Gilteritinib","Gilteritinib"
"riTUXimab-abbs","Rituximab"
"Nicardipine Hydrochloride/Sodium Chloride","Nicardipine;Sodium"
"Prucalopride","Prucalopride"
"Trastuzumab-pkrb","Trastuzumab"
"Calcium Gluconate/Sodium Chloride","Calcium;Sodium"
"Esketamine","Esketamine"
"Vit C/Cholecalciferol/Cu/Vit B12/Iodine/Fe/Mg/Mn/N","Ascorbic Acid;Cholecalciferol;Copper;Cyanocobalamin;Iodine;Iron;Magnesium;Manganese"
"Latanoprost/Netarsudil","Latanoprost;Netarsudil"
"Siponimod","Siponimod"
"Belladonna Extract/Opium","Belladonna Extract;Opium"
"Cladribine","Cladribine"
"Dolutegravir/lamiVUDine","Dolutegravir;Lamivudine"
"Valbenazine;Valbenazine","Valbenazine"
"Risankizumab-rzaa","Risankizumab"
"Midazolam","Midazolam"
"Bifidobacterium lactis/Lactobacillus Acidophilus","Bifidobacterium Lactis;Lactobacillus Acidophilus"
"Clotrimazole;Clotrimazole","Clotrimazole"
"Drospirenone;Placebo","Drospirenone"
"amLODIPine","Amlodipine"
"riTUXimab-pvvr","Rituximab"
"Glucagon","Glucagon"
"Pitolisant","Pitolisant"
"Entrectinib","Entrectinib"
"Upadacitinib","Upadacitinib"
"Sodium Chloride/Tranexamic Acid","Sodium;Tranexamic Acid"
"Petrolatum, White/Zinc Oxide","Petrolatum;Zinc Oxide"
"Lasmiditan","Lasmiditan"
"Amoxicillin/Omeprazole Magnesium/Rifabutin","Amoxicillin;Omeprazole;Rifabutin"
"Pegfilgrastim-bmez","Pegfilgrastim"
"Cenobamate","Cenobamate"
"Crizanlizumab-tmca","Crizanlizumab"
"Lemborexant","Lemborexant"
"Ubrogepant","Ubrogepant"
"Lumateperone","Lumateperone"
"Ethinyl Estradiol/Norgestimate","Ethinyl Estradiol;Norgestimate"
"Rimegepant","Rimegepant"
"Whey Protein Isolate","Whey Protein Isolate"
"Milk Protein","Milk Protein"
"Milk Protein/Soy Protein","Milk Protein;Soy Protein"
